Fri May 04 13:00:37 +0000 2018,thepaperdivamum,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",b'LOT OF 2 STARBUCKS COFFEE 2004 8 OZ CUP AND SAUCER WHITE OVAL MUG PLATE COFFEE   https://t.co/FfXcsvVQD1 via @eBay',,22,77
 ,,,,,,,
Fri May 04 13:00:39 +0000 2018,goowonloona,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","b'RT @L00AHH: #LOONATVPOI \n#LOONATVPOIxxyx\n# #LOONA\n\nThx to @loonaten #yyxy began shooting, I believe this is the location of the starbu'",,28,22
 ,,,,,,,
Fri May 04 13:00:43 +0000 2018,AskMikaHow,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'Are we still boycotting Starbucks, because I really need a Frappuccino.'",Southern California,123,120
 ,,,,,,,
Fri May 04 13:00:51 +0000 2018,lillymcgonegal,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",,904,818
 ,,,,,,,
Fri May 04 13:00:55 +0000 2018,halzfiez,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","Wisconsin, USA",228,333
 ,,,,,,,
Fri May 04 13:00:55 +0000 2018,bsanderson32,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",,280,184
 ,,,,,,,
Fri May 04 13:00:56 +0000 2018,JackInStalk,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","b'""SJW"" ultimately becomes ""everyone who isn\'t a straight up fascist"" https://t.co/Xw59l62CcF'",,99,140
 ,,,,,,,
Fri May 04 13:01:00 +0000 2018,2018Philly,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",b'  Blow the whistle @ #wikileaks #eagles #nfl #patriots  #metoo  #amazon #netflix #iTunes #Brexit #nyc  #starbucks https://t.co/a7xYe6J2Ko',,480,976
 ,,,,,,,
Fri May 04 13:01:03 +0000 2018,byanaenae,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT @yannewolf_: @byanaenae \n\n betch\n gO USJR\n bandana\n messy hair\n seaside\n starbucks',ron sia garciano ♡,971,723
 ,,,,,,,
Fri May 04 13:01:04 +0000 2018,wackmejackie,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",Dairy State,448,151
 ,,,,,,,
Fri May 04 13:01:07 +0000 2018,J_Fonte28,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @sweetgreensnowp: @J_Fonte28 because 1/3 of americans are still expecting unicorns\nwho will bless their anti POC tirades in starbucks, w'",,4554,4671
 ,,,,,,,
Fri May 04 13:01:11 +0000 2018,alohakellyphoto,en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",b'What have you been up to?!  #selflove #masteringmysoul @ Starbucks https://t.co/SW1S1DxIwl',Saint Louis,72,92
 ,,,,,,,
Fri May 04 13:01:12 +0000 2018,dengar,en,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","b'Sainsburys, Lidl, Starbucks: 5 things that mattered this week and why https://t.co/w0hpoWD7H1'",London ,767,702
 ,,,,,,,
Fri May 04 13:01:13 +0000 2018,OwenM95,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b""@SammyKellly Starbucks don't sell medium anythings""","Aberdeen, Scotland",173,331
 ,,,,,,,
Fri May 04 13:01:16 +0000 2018,4AllSurfaces,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'I didnt want a like warm americano to start my day Starbucks.',,1468,985
 ,,,,,,,
Fri May 04 13:01:22 +0000 2018,troshon2012,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'My dad gave me two $10 gift cards to Starbucks that I totally forgot about. My life is made',,168,309
 ,,,,,,,
Fri May 04 13:01:26 +0000 2018,DNRsquad,en,"<a href=""HTTP://WWW.DNR-CREW.COM"" rel=""nofollow"">famednr@gmail.com.</a>",b'RT @2018Philly:   Blow the whistle @ #wikileaks #eagles #nfl #patriots  #metoo  #amazon #netflix #iTunes #Brexit #nyc  #starbucks #uber #',,5478,2
 ,,,,,,,
Fri May 04 13:01:28 +0000 2018,__denvv,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT @carobunga: If you get an iced drink ask for a nitro lid!! Some stores have these already for the cold foam drinks. I know colonial heig',"Richmond, VA",759,1006
 ,,,,,,,
Fri May 04 13:01:29 +0000 2018,amrhkmdn,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @nalisaaa: But if you like using straws, get yourself a bundle of stainless steel straws at Lazada. You can put it in your bag. https://'",loading...,388,204
 ,,,,,,,
Fri May 04 13:01:37 +0000 2018,icingsnowballs,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",SG/ID,1232,114
 ,,,,,,,
Fri May 04 13:01:40 +0000 2018,sophianicolley,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",wala na,349,164
 ,,,,,,,
Fri May 04 13:01:40 +0000 2018,sexxdatesbrova,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",b'Starbucks again #FTW',Uptown DC - Landova MD,1234,1030
 ,,,,,,,
Fri May 04 13:01:46 +0000 2018,KimWhitler,en,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",b'#9 Best Company for Developing C-Level Mktg Leaders: @Starbucks @Starbucksnews @TheCMOclub https://t.co/n19u0El6B3 https://t.co/REOenoLVUZ',Charlottesville Virginia,17877,15599
